"","income","age","capital_gain","capital_loss","hours_per_week","workclass","education","marital.status","occupation","relationship","race","sex","native.country"
"29242","1",40,"None","None",40," Private"," Associates","Married"," High-Service"," Husband","White"," Male","United-States"
"29244","1",35,"None","None",40," Private"," HS-Graduate","Married"," Service"," Wife","White"," Female","United-States"
"29245","1",59,"None","None",37," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29246","1",63,"None","None",60," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29247","1",43,"None","None",50," Self-Employed"," Associates","Married"," Management"," Other-relative","White"," Male","United-States"
"29248","1",44,"None","None",60," Federal-gov"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Male","United-States"
"29249","1",50,"None","None",45," Private"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"29250","1",51,"None","None",40," Other-gov"," Masters","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29251","1",50,"None","None",50," Private"," Associates","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29252","1",50,"Low","None",40," Other-gov"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29253","1",37,"None","None",65," Self-Employed"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29254","1",45,"High","None",45," Self-Employed"," Bachelors","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"29255","1",34,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29256","1",39,"None","None",40," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","Asia-Emerging"
"29257","1",32,"High","None",48," Private"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"29258","1",53,"None","High",48," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"29259","1",48,"High","None",45," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29260","1",68,"High","None",40," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29261","1",45,"None","None",55," Federal-gov"," Bachelors","Never-Married"," Administration"," Not-in-family","White"," Male","United-States"
"29262","1",24,"None","None",40," Private"," Bachelors","Never-Married"," Management"," Unmarried","White"," Male","United-States"
"29263","1",51,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29264","1",47,"High","None",55," Private"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29265","1",45,"None","None",40," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29266","1",42,"Low","None",50," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29267","1",25,"None","None",45," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29268","1",37,"None","None",5," Self-Employed"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29269","1",52,"None","None",37," Private"," HS-Graduate","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29270","1",47,"High","None",55," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29271","1",41,"None","None",40," Federal-gov"," Bachelors","Married"," Administration"," Wife","Asian"," Female","Asia-Emerging"
"29272","1",61,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"29273","1",32,"None","None",40," Private"," Bachelors","Married"," High-Service"," Husband","Asian"," Male","United-States"
"29274","1",63,"None","None",40," Private"," Dropout","Married"," Sales"," Husband","White"," Male","United-States"
"29275","1",36,"None","None",50," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29278","1",37,"None","None",46," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29279","1",56,"None","None",50," Private"," Doctorate","Married"," High-Service"," Husband","White"," Male","United-States"
"29280","1",55,"None","None",40," Federal-gov"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"29281","1",43,"None","None",50," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29282","1",46,"None","None",40," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29283","1",60,"None","None",45," Other-gov"," Bachelors","Married"," High-Service"," Wife","White"," Female","United-States"
"29284","1",47,"High","None",60," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29285","1",52,"High","None",30," Self-Employed"," Bachelors","Married"," Administration"," Wife","White"," Female","United-States"
"29286","1",43,"High","None",50," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29287","1",40,"None","None",45," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29288","1",25,"None","None",40," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29289","1",49,"Low","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29290","1",44,"High","None",45," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29291","1",58,"Low","None",60," Private"," Associates","Married"," Management"," Husband","White"," Male","United-States"
"29293","1",45,"None","High",76," Private"," Dropout","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"29294","1",53,"High","None",40," Other-gov"," Doctorate","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29295","1",32,"None","None",60," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29296","1",47,"High","None",40," Private"," Masters","Married"," High-Service"," Wife","White"," Female","United-States"
"29297","1",41,"None","Low",45," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29298","1",53,"None","None",50," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","Western-Developed"
"29299","1",66,"None","None",15," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29300","1",44,"High","None",40," Other-gov"," Bachelors","Married"," Service"," Wife","Black"," Female","United-States"
"29301","1",40,"None","None",40," Private"," Doctorate","Married"," High-Service"," Husband","White"," Male","United-States"
"29302","1",46,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"29303","1",52,"None","None",40," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29304","1",45,"None","None",40," Private"," Bachelors","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"29305","1",41,"None","None",40," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29306","1",37,"None","High",45," Private"," Associates","Married"," Sales"," Husband","White"," Male","United-States"
"29307","1",33,"None","None",40," Private"," Masters","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"29308","1",50,"None","None",50," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29309","1",40,"None","None",40," Private"," Bachelors","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"29310","1",54,"None","None",40," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29311","1",53,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"29312","1",50,"None","None",40," Other-gov"," Bachelors","Not-Married"," Management"," Not-in-family","White"," Female","United-States"
"29313","1",60,"None","None",40," Other-gov"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29314","1",67,"High","None",50," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29315","1",26,"None","None",48," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29316","1",49,"High","None",30," Self-Employed"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Female","United-States"
"29317","1",59,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29318","1",44,"High","None",55," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29319","1",50,"None","None",50," Self-Employed"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29320","1",44,"None","None",44," Other-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29321","1",42,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29322","1",65,"High","None",60," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29323","1",42,"None","None",50," Other-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29324","1",29,"None","None",40," Other-gov"," Associates","Married"," Service"," Husband","White"," Male","United-States"
"29325","1",45,"High","None",50," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29326","1",60,"Low","None",40," Federal-gov"," Associates","Not-Married"," High-Service"," Unmarried","White"," Male","United-States"
"29328","1",55,"None","High",50," Self-Employed"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29329","1",52,"Low","None",55," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29330","1",40,"Low","None",40," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"29333","1",41,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"29334","1",59,"None","None",40," Private"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","Western-Developed"
"29335","1",67,"High","None",2," Self-Employed"," Masters","Widowed"," High-Service"," Not-in-family","White"," Male","United-States"
"29336","1",60,"High","None",48," Private"," Bachelors","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29337","1",39,"None","None",50," Self-Employed"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29338","1",32,"None","Low",60," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29339","1",32,"None","High",45," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29340","1",33,"None","None",60," Self-Employed"," HS-Graduate","Married"," High-Service"," Wife","White"," Female","United-States"
"29341","1",43,"High","None",45," Other-gov"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29342","1",50,"None","None",40," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29343","1",63,"None","None",40," Private"," Bachelors","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"29344","1",55,"Low","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29345","1",40,"High","None",24," Private"," Masters","Married"," High-Service"," Wife","White"," Female","United-States"
"29346","1",58,"None","None",40," Private"," Associates","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29347","1",38,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29348","1",30,"None","None",50," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29349","1",33,"High","None",50," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29351","1",50,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Wife","White"," Female","United-States"
"29352","1",44,"None","None",24," Private"," Masters","Married"," Management"," Wife","White"," Female","United-States"
"29353","1",35,"None","None",80," Private"," Doctorate","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29354","1",67,"None","None",55," Private"," Masters","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"29355","1",35,"None","None",40," Private"," Associates","Married"," Service"," Husband","White"," Male","United-States"
"29356","1",44,"None","None",45," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29358","1",30,"Low","None",48," Federal-gov"," HS-Graduate","Married"," Administration"," Husband","White"," Male","South-America-Frontier"
"29359","1",52,"None","None",40," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29360","1",44,"None","High",55," Self-Employed"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29361","1",44,"None","None",50," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29362","1",31,"None","None",45," Self-Employed"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29363","1",55,"None","Low",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29364","1",48,"None","None",55," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29365","1",50,"Low","None",30," Other-gov"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"29366","1",43,"None","None",40," Private"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Female","United-States"
"29367","1",56,"None","None",50," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29368","1",41,"None","None",45," Private"," Bachelors","Married"," Service"," Husband","White"," Male","United-States"
"29369","1",59,"None","None",50," Private"," Doctorate","Married"," High-Service"," Husband","White"," Male","United-States"
"29370","1",46,"None","None",44," Other-gov"," Associates","Married"," Management"," Husband","White"," Male","United-States"
"29371","1",53,"None","High",40," Private"," Bachelors","Married"," Administration"," Husband","White"," Male","United-States"
"29372","1",47,"None","None",56," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29373","1",29,"None","Low",30," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29374","1",44,"None","None",30," Private"," HS-Graduate","Married"," Administration"," Wife","Other"," Female","South-America-Emerging"
"29375","1",56,"None","None",40," Private"," Associates","Married"," Service"," Husband","White"," Male","United-States"
"29376","1",45,"None","None",45," Private"," Bachelors","Married"," Administration"," Husband","White"," Male","United-States"
"29377","1",36,"None","None",35," Private"," Bachelors","Married"," High-Service"," Wife","Asian"," Female","Asia-Emerging"
"29378","1",32,"None","None",24," Private"," Associates","Married"," Service"," Wife","White"," Female","United-States"
"29379","1",29,"None","None",40," Federal-gov"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"29380","1",41,"None","None",55," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29381","1",48,"None","None",40," Other-gov"," Bachelors","Married"," Management"," Husband","Black"," Male","United-States"
"29382","1",47,"None","None",46," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29383","1",39,"None","High",40," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29384","1",37,"None","Low",40," Self-Employed"," Associates","Married"," Sales"," Husband","White"," Male","United-States"
"29385","1",40,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29386","1",38,"None","None",48," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29387","1",34,"High","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29388","1",43,"High","None",40," Federal-gov"," Associates","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29389","1",36,"High","None",40," Federal-gov"," HS-Graduate","Never-Married"," Management"," Not-in-family","Black"," Male","United-States"
"29390","1",51,"None","High",60," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29391","1",47,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"29392","1",47,"None","None",55," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29393","1",47,"None","None",57," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29394","1",55,"None","None",40," Other-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29395","1",53,"High","None",67," Self-Employed"," Dropout","Married"," Management"," Husband","White"," Male","Western-Developed"
"29396","1",44,"Low","None",40," Other-gov"," Masters","Married"," High-Service"," Wife","White"," Female","United-States"
"29397","1",41,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29398","1",51,"High","None",20," Private"," Bachelors","Married"," Administration"," Wife","White"," Female","United-States"
"29399","1",25,"None","None",60," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29400","1",63,"Low","None",48," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29401","1",59,"None","None",60," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29402","1",43,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Wife","White"," Female","United-States"
"29403","1",53,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29404","1",34,"None","None",40," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29405","1",37,"None","None",60," Private"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29406","1",51,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29407","1",50,"High","None",65," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29408","1",50,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29409","1",53,"None","None",40," Self-Employed"," HS-Graduate","Widowed"," Management"," Not-in-family","White"," Male","United-States"
"29410","1",32,"None","High",50," Private"," Bachelors","Never-Married"," Management"," Other-relative","White"," Male","United-States"
"29411","1",49,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29412","1",52,"None","None",40," Other-gov"," HS-Graduate","Married"," Service"," Husband","Black"," Male","United-States"
"29413","1",41,"None","None",40," Self-Employed"," Associates","Married"," Management"," Husband","Black"," Male","United-States"
"29414","1",44,"None","None",70," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29415","1",23,"None","High",40," Private"," Bachelors","Never-Married"," High-Service"," Own-child","White"," Female","United-States"
"29416","1",33,"None","None",60," Self-Employed"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29417","1",66,"None","None",40," Self-Employed"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29419","1",38,"Low","None",50," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29420","1",38,"None","None",45," Other-gov"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29421","1",38,"Low","None",60," Self-Employed"," Bachelors","Married"," High-Service"," Husband","Asian"," Male","United-States"
"29422","1",49,"None","None",30," Self-Employed"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29424","1",40,"None","None",40," Federal-gov"," Associates","Married"," High-Service"," Husband","White"," Male","United-States"
"29425","1",58,"Low","None",40," Federal-gov"," Bachelors","Not-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29426","1",37,"High","None",48," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Other-relative","Amer-Indian"," Male","United-States"
"29427","1",50,"High","None",50," Self-Employed"," Bachelors","Married"," Management"," Husband","Asian"," Male","Asia-Developed"
"29428","1",36,"None","None",60," Other-gov"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29429","1",33,"None","None",50," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","Black"," Male","United-States"
"29430","1",35,"None","None",40," Private"," Associates","Married"," Service"," Wife","Black"," Female","United-States"
"29431","1",33,"None","None",48," Other-gov"," Doctorate","Married"," High-Service"," Wife","White"," Female","United-States"
"29432","1",52,"None","None",40," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29434","1",59,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29435","1",36,"None","Low",50," Private"," Associates","Married"," Management"," Husband","White"," Male","United-States"
"29436","1",32,"High","None",45," Self-Employed"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29437","1",47,"None","None",56," Other-gov"," HS-Graduate","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"29438","1",42,"High","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"29439","1",32,"None","None",55," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29440","1",58,"High","None",40," Private"," Bachelors","Widowed"," Management"," Unmarried","White"," Male","United-States"
"29441","1",47,"None","None",80," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29442","1",34,"None","None",50," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29443","1",48,"High","None",40," Private"," Bachelors","Married"," Service"," Wife","White"," Female","United-States"
"29444","1",35,"None","None",42," Private"," Associates","Married"," Management"," Wife","White"," Female","United-States"
"29445","1",46,"None","High",52," Other-gov"," Doctorate","Married"," High-Service"," Wife","White"," Female","United-States"
"29446","1",35,"None","None",40," Private"," Bachelors","Married"," Administration"," Husband","White"," Male","United-States"
"29447","1",52,"None","None",60," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29448","1",29,"None","None",40," Private"," Associates","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29449","1",55,"None","None",40," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29451","1",60,"None","None",65," Private"," Doctorate","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29452","1",39,"None","None",50," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29453","1",26,"None","None",70," Private"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"29454","1",29,"High","None",40," Private"," Associates","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29455","1",34,"None","None",30," Private"," Bachelors","Married"," Service"," Husband","White"," Male","United-States"
"29456","1",77,"High","None",40," Self-Employed"," Doctorate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29457","1",50,"High","None",55," Self-Employed"," Masters","Married"," Sales"," Husband","White"," Male","United-States"
"29458","1",60,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29459","1",26,"None","None",40," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29460","1",25,"None","None",60," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29461","1",53,"None","None",40," Self-Employed"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29463","1",45,"None","None",50," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"29464","1",55,"High","None",60," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29465","1",40,"None","Low",50," Other-gov"," Doctorate","Married"," High-Service"," Husband","White"," Male","United-States"
"29466","1",34,"None","None",60," Private"," Masters","Never-Married"," Sales"," Unmarried","White"," Male","United-States"
"29467","1",58,"None","None",40," Self-Employed"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29468","1",55,"None","None",40," Other-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29469","1",28,"High","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29470","1",33,"Low","None",80," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29471","1",34,"None","None",60," Self-Employed"," Associates","Married"," Management"," Husband","White"," Male","United-States"
"29472","1",30,"None","None",50," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29473","1",35,"None","None",80," Private"," Associates","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"29474","1",56,"High","None",20," Self-Employed"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"29475","1",41,"None","None",44," Federal-gov"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"29476","1",30,"None","None",40," Private"," Bachelors","Married"," Management"," Husband","Asian"," Male","Asia-Developed"
"29477","1",45,"None","High",43," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29478","1",38,"None","None",55," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29479","1",36,"None","None",80," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29480","1",54,"None","None",44," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29481","1",30,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29482","1",36,"None","None",50," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29483","1",44,"None","None",45," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"29484","1",47,"None","None",40," Private"," Associates","Married"," High-Service"," Husband","White"," Male","United-States"
"29485","1",41,"None","None",40," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29486","1",52,"None","None",45," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29487","1",35,"Low","None",40," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29488","1",48,"None","None",45," Private"," Doctorate","Married"," High-Service"," Husband","White"," Male","United-States"
"29489","1",68,"None","None",50," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29490","1",44,"None","None",40," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29491","1",48,"None","None",40," Other-gov"," Masters","Married"," High-Service"," Wife","White"," Female","United-States"
"29492","1",54,"None","None",50," Private"," Masters","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"29493","1",35,"None","None",45," Private"," Masters","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29494","1",50,"High","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"29495","1",57,"None","None",40," Other-gov"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29496","1",46,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"29497","1",33,"None","None",50," Private"," Bachelors","Not-Married"," Sales"," Not-in-family","White"," Female","United-States"
"29499","1",46,"High","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29500","1",43,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29501","1",55,"None","None",40," Federal-gov"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29502","1",48,"None","None",50," Self-Employed"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29503","1",37,"None","None",60," Other-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29504","1",27,"None","None",38," Other-gov"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","Amer-Indian"," Male","United-States"
"29505","1",26,"None","Low",40," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29506","1",28,"None","None",40," Private"," Associates","Married"," High-Service"," Husband","White"," Male","United-States"
"29507","1",35,"None","None",55," Private"," Masters","Married"," Sales"," Husband","White"," Male","United-States"
"29509","1",52,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"29510","1",68,"None","None",40," Other-gov"," Masters","Widowed"," High-Service"," Unmarried","Black"," Female","United-States"
"29511","1",37,"None","None",50," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29512","1",35,"Low","None",40," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"29513","1",41,"None","None",40," Private"," Associates","Married"," Sales"," Husband","White"," Male","United-States"
"29514","1",48,"None","None",40," Federal-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"29515","1",39,"High","None",40," Private"," Prof-School","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29516","1",38,"High","None",40," Private"," Associates","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29517","1",44,"None","None",40," Private"," Associates","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29518","1",56,"None","None",30," Private"," Dropout","Married"," Sales"," Wife","Asian"," Female","Asia-Developed"
"29519","1",47,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"29520","1",31,"High","None",60," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","Black"," Female","United-States"
